O*NET-SOC Code,creative,problem,logical,business,research,numerical,analytical,verbal,tech,social,career
43-5011.00,2.0,5.88,6.0,9.66,3.04,4.75,6.12,6.37,6.3,4.28,Cargo and Freight Agents
43-5011.01,2.0,6.24,7.13,7.880000000000001,5.18,6.12,6.75,7.0,7.02,3.6799999999999997,Freight Forwarders
43-5021.00,2.0,5.0,5.88,5.72,2.14,4.62,5.74,5.88,8.94,5.92,Couriers and Messengers
43-5031.00,2.0,6.37,7.63,5.780000000000001,5.82,3.75,8.0,7.37,8.66,7.3,Public Safety Telecommunicators
43-5032.00,2.0,6.12,7.37,5.84,2.84,4.12,6.870000000000001,7.0,10.54,5.380000000000001,"Dispatchers, Except Police, Fire, and Ambulance"
43-5041.00,2.0,5.5,5.5,2.56,5.0600000000000005,4.5,5.88,5.88,9.82,4.3,"Meter Readers, Utilities"
43-5051.00,2.0,5.25,6.12,5.42,2.0,5.25,5.88,6.24,6.42,5.140000000000001,Postal Service Clerks
43-5052.00,2.0,4.37,5.5,5.82,2.0,2.74,5.75,5.5,7.119999999999999,5.380000000000001,Postal Service Mail Carriers
43-5053.00,2.0,4.5,5.5,3.3199999999999994,3.08,3.38,5.620000000000001,5.75,9.2,3.66,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
43-5061.00,2.28,6.24,7.0,9.82,2.4,5.24,7.25,7.37,6.24,4.22,"Production, Planning, and Expediting Clerks"
43-5071.00,2.0,5.13,5.88,6.22,2.48,4.5,6.25,6.24,7.960000000000001,2.74,"Shipping, Receiving, and Inventory Clerks"
43-5111.00,2.0,5.629999999999999,6.24,3.5199999999999996,4.74,5.629999999999999,6.26,6.25,10.619999999999997,2.0,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
43-6011.00,2.7,5.88,6.24,11.02,3.88,5.0,6.25,8.0,2.64,7.880000000000001,Executive Secretaries and Executive Administrative Assistants
43-6012.00,3.1,5.76,6.0,8.84,5.82,4.24,6.0,8.0,2.82,6.34,Legal Secretaries and Administrative Assistants
43-6013.00,2.0,5.869999999999999,6.12,6.34,6.04,4.12,5.88,6.62,4.58,8.26,Medical Secretaries and Administrative Assistants
43-6014.00,2.0,5.5,5.88,8.36,2.74,3.62,6.12,7.76,3.96,7.22,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
43-9021.00,2.0,5.380000000000001,5.629999999999999,3.34,4.62,4.0,5.76,7.0,6.1,2.38,Data Entry Keyers
43-9022.00,4.52,4.0,5.88,3.7199999999999998,3.88,5.12,5.629999999999999,7.0,5.74,4.46,Word Processors and Typists
43-9031.00,8.48,6.74,7.119999999999999,3.42,5.68,4.12,6.870000000000001,7.75,6.76,3.38,Desktop Publishers
43-9041.00,2.0,5.88,6.0,7.720000000000001,4.86,4.76,5.869999999999999,7.0,2.48,5.12,Insurance Claims and Policy Processing Clerks
43-9051.00,2.0,4.13,5.75,4.28,2.0,4.25,6.0,5.620000000000001,8.02,4.02,"Mail Clerks and Mail Machine Operators, Except Postal Service"
43-9061.00,2.0,4.87,5.88,6.4,3.7,4.24,5.869999999999999,7.25,5.84,6.12,"Office Clerks, General"
43-9071.00,2.32,5.380000000000001,5.37,4.12,4.26,4.5,5.75,6.0,9.1,3.3599999999999994,"Office Machine Operators, Except Computer"
43-9081.00,7.119999999999999,4.76,6.12,3.06,5.0,2.88,6.25,8.5,2.88,4.4,Proofreaders and Copy Markers
43-9111.00,2.0,7.0,7.5,3.4799999999999995,8.96,9.26,6.5,7.75,4.74,2.8,Statistical Assistants
45-1011.00,2.0,6.37,6.879999999999999,12.02,4.46,6.0,7.5,7.119999999999999,11.06,5.780000000000001,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-2011.00,2.0,6.37,7.76,6.24,8.08,5.37,8.0,7.75,10.7,3.7800000000000002,Agricultural Inspectors
45-2021.00,2.9,5.88,6.24,4.0,6.799999999999999,4.24,6.12,5.76,12.72,4.76,Animal Breeders
45-2041.00,3.34,3.74,4.5,4.32,4.96,2.5,4.87,3.87,11.28,3.0,"Graders and Sorters, Agricultural Products"
45-2091.00,2.0,4.88,5.88,2.68,5.0,3.0,6.38,4.13,14.0,2.0,Agricultural Equipment Operators
45-2092.00,2.56,4.88,5.88,4.74,4.64,4.0,6.5,5.37,14.0,3.7199999999999998,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-2093.00,2.84,5.25,6.5,3.84,5.32,3.87,7.0,5.75,13.56,5.0,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
45-3031.00,2.12,4.87,6.0,3.9800000000000004,4.54,4.0,6.5,5.25,14.0,2.06,Fishing and Hunting Workers
45-4011.00,2.0,5.380000000000001,6.12,6.06,6.66,4.0,6.75,5.88,14.0,5.42,Forest and Conservation Workers
45-4021.00,2.26,5.12,5.88,3.14,4.96,3.88,6.26,3.75,14.0,3.84,Fallers
45-4022.00,2.0,5.0,5.629999999999999,2.2,3.62,4.26,6.38,4.75,13.66,2.22,Logging Equipment Operators
45-4023.00,2.0,5.629999999999999,6.25,3.5199999999999996,4.74,5.5,6.62,5.76,9.96,2.2,Log Graders and Scalers
47-1011.00,2.0,6.37,7.0,12.0,3.8,5.75,7.0,7.0,9.34,5.84,First-Line Supervisors of Construction Trades and Extraction Workers
47-1011.03,2.54,6.37,7.24,9.7,5.300000000000001,5.75,7.37,7.37,11.720000000000002,3.4799999999999995,Solar Energy Installation Managers
47-2011.00,2.0,6.12,7.0,2.0,4.62,4.24,7.13,6.0,14.0,2.0,Boilermakers
47-2021.00,3.34,5.13,5.75,2.42,4.04,6.26,6.12,5.13,13.900000000000002,2.22,Brickmasons and Blockmasons
47-2022.00,5.8,6.13,6.12,2.58,4.28,6.0,6.62,5.380000000000001,14.0,3.7199999999999998,Stonemasons
47-2031.00,4.36,5.88,7.0,3.58,3.8200000000000003,6.5,7.5,6.24,13.5,3.8,Carpenters
47-2041.00,3.88,5.5,5.75,2.0,2.26,6.38,6.5,4.87,14.0,2.58,Carpet Installers
47-2042.00,3.66,5.25,6.0,2.0,2.78,4.24,5.76,4.76,14.0,3.12,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
47-2043.00,2.74,5.25,5.37,3.08,2.78,3.5,5.25,5.0,14.0,2.86,Floor Sanders and Finishers
47-2044.00,5.0600000000000005,5.75,6.0,2.0,2.94,6.12,6.26,5.629999999999999,14.0,2.68,Tile and Stone Setters
47-2051.00,3.3199999999999994,5.620000000000001,5.869999999999999,2.0,4.58,5.37,6.0,4.26,14.0,2.0,Cement Masons and Concrete Finishers
47-2053.00,3.8600000000000003,5.0,5.380000000000001,2.0,3.5999999999999996,4.63,5.620000000000001,3.87,14.0,2.0,Terrazzo Workers and Finishers
47-2061.00,2.76,5.37,5.620000000000001,2.7,5.36,3.38,6.25,5.37,14.0,2.46,Construction Laborers
47-2071.00,2.0,5.12,5.75,2.0,3.4399999999999995,4.0,6.5,4.62,14.0,2.0,"Paving, Surfacing, and Tamping Equipment Operators"
47-2072.00,2.0,5.0,6.0,2.3,3.88,3.5,6.5,4.75,14.0,2.04,Pile Driver Operators
47-2073.00,2.0,5.5,6.0,2.52,5.860000000000001,3.62,6.25,5.380000000000001,14.0,2.28,Operating Engineers and Other Construction Equipment Operators
47-2081.00,4.6,5.12,5.88,2.0,3.92,4.37,5.88,5.5,14.0,2.36,Drywall and Ceiling Tile Installers
47-2082.00,3.46,4.37,5.37,2.16,3.2799999999999994,2.24,5.25,4.37,12.98,2.9,Tapers
47-2111.00,2.48,6.12,7.880000000000001,3.62,5.4,6.25,7.880000000000001,6.37,14.0,2.64,Electricians
47-2121.00,4.66,5.380000000000001,6.0,3.34,4.18,4.25,6.25,5.88,12.64,3.3599999999999994,Glaziers
47-2131.00,2.6,4.87,5.12,2.0,3.5599999999999996,4.13,5.629999999999999,4.87,13.56,2.1,"Insulation Workers, Floor, Ceiling, and Wall"
47-2132.00,2.0,5.0,5.75,2.0,4.84,4.12,6.13,5.5,13.84,2.48,"Insulation Workers, Mechanical"
47-2141.00,5.02,3.63,5.75,2.0,2.94,4.0,5.5,5.5,14.0,2.52,"Painters, Construction and Maintenance"
47-2142.00,5.940000000000001,5.25,5.380000000000001,2.28,2.0,3.38,5.5,4.76,11.720000000000002,3.16,Paperhangers
47-2151.00,2.0,4.38,5.76,2.28,4.86,4.0,5.88,5.629999999999999,14.0,2.6,Pipelayers
47-2152.00,2.0,5.88,6.879999999999999,2.0,4.4,5.12,7.25,5.629999999999999,14.0,2.32,"Plumbers, Pipefitters, and Steamfitters"
47-2152.04,2.26,6.0,6.12,3.2,5.380000000000001,5.25,6.630000000000001,6.630000000000001,14.0,3.3999999999999995,Solar Thermal Installers and Technicians
47-2161.00,5.12,5.0,5.629999999999999,2.1,3.12,3.88,5.869999999999999,5.0,14.0,2.76,Plasterers and Stucco Masons
47-2171.00,2.24,5.13,5.75,2.66,4.36,4.63,5.869999999999999,4.74,14.0,2.4,Reinforcing Iron and Rebar Workers
47-2181.00,2.42,5.629999999999999,6.12,3.18,2.6,4.37,6.630000000000001,5.37,14.0,2.96,Roofers
47-2211.00,3.1,5.5,6.12,2.0,4.14,6.12,6.12,5.869999999999999,14.0,2.0,Sheet Metal Workers
47-2221.00,2.82,5.88,6.12,2.48,5.58,4.24,6.75,5.75,14.0,2.34,Structural Iron and Steel Workers
47-2231.00,2.78,6.0,6.37,3.46,5.300000000000001,5.37,6.870000000000001,6.0,14.0,2.38,Solar Photovoltaic Installers
47-3011.00,3.14,5.0,5.25,2.0,2.7,4.25,5.380000000000001,4.5,14.0,3.76,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
47-3012.00,2.8,5.12,5.88,3.22,2.58,4.63,6.12,5.13,13.82,4.28,Helpers--Carpenters
47-3013.00,2.0,5.13,6.12,2.0,4.42,3.87,6.25,5.12,14.0,4.1,Helpers--Electricians
47-3014.00,3.5599999999999996,4.5,5.0,2.72,2.22,1.37,5.13,3.87,13.04,4.86,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
47-3015.00,2.0,4.62,5.629999999999999,2.5,2.74,3.63,5.869999999999999,4.38,13.919999999999998,3.7199999999999998,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
47-3016.00,2.0,5.24,5.380000000000001,2.82,2.0,4.0,6.13,4.63,13.900000000000002,3.92,Helpers--Roofers
47-4011.00,2.44,6.38,7.880000000000001,4.3,8.2,6.38,8.120000000000001,8.0,12.34,2.92,Construction and Building Inspectors
47-4011.01,2.0,6.630000000000001,7.63,6.68,8.34,6.76,7.5,7.76,9.06,3.7800000000000002,Energy Auditors
47-4021.00,2.0,6.5,6.870000000000001,2.44,4.88,4.25,7.25,6.24,14.0,2.76,Elevator and Escalator Installers and Repairers
47-4031.00,2.7,5.12,5.620000000000001,2.0,4.16,4.87,5.88,4.62,14.0,2.7,Fence Erectors
47-4041.00,2.0,6.0,7.119999999999999,2.38,5.140000000000001,4.12,8.0,6.12,14.0,2.96,Hazardous Materials Removal Workers
47-4051.00,2.08,5.75,5.88,2.94,3.3999999999999995,4.0,6.38,5.5,14.0,3.54,Highway Maintenance Workers
47-4061.00,2.0,5.26,6.12,2.0,3.3999999999999995,4.25,6.62,4.63,14.0,2.0,Rail-Track Laying and Maintenance Equipment Operators
47-4071.00,2.0,5.88,6.12,2.38,4.14,4.76,6.5,5.629999999999999,14.0,2.9,Septic Tank Servicers and Sewer Pipe Cleaners
47-4091.00,3.9400000000000004,5.629999999999999,6.12,2.44,3.2,4.0,6.26,5.5,13.86,2.6,Segmental Pavers
47-4099.03,3.0,5.26,6.0,4.38,6.44,5.5,7.13,6.0,12.02,4.62,Weatherization Installers and Technicians
47-5011.00,2.0,6.13,6.26,3.2799999999999994,5.08,4.88,7.01,5.76,14.0,2.02,"Derrick Operators, Oil and Gas"
47-5012.00,2.0,6.24,6.76,4.4,6.08,4.26,7.5,6.12,14.0,2.32,"Rotary Drill Operators, Oil and Gas"
47-5013.00,2.0,6.12,6.37,3.6399999999999997,5.16,5.13,7.5,6.0,14.0,2.4,"Service Unit Operators, Oil and Gas"
47-5022.00,2.0,5.88,6.0,2.0,4.8,4.5,6.24,6.0,14.0,2.0,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5023.00,2.28,5.75,6.37,3.3999999999999995,7.3,4.0,6.870000000000001,5.25,14.0,2.44,"Earth Drillers, Except Oil and Gas"
47-5032.00,2.5,6.630000000000001,7.63,3.66,7.54,5.380000000000001,7.880000000000001,6.74,13.8,2.6,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5041.00,2.0,6.0,6.12,2.68,5.0,3.38,7.37,5.0,13.94,2.08,Continuous Mining Machine Operators
47-5043.00,2.0,5.380000000000001,6.0,2.02,4.92,3.87,7.13,4.63,14.0,2.0,"Roof Bolters, Mining"
47-5044.00,2.0,5.12,5.629999999999999,2.0,4.3,3.25,6.25,5.5,14.0,2.0,"Loading and Moving Machine Operators, Underground Mining"
47-5051.00,3.4799999999999995,5.25,5.629999999999999,2.34,4.14,3.38,5.75,5.13,13.98,2.52,"Rock Splitters, Quarry"
47-5071.00,2.0,4.74,5.620000000000001,2.0,3.58,3.5,6.38,4.24,14.0,2.0,"Roustabouts, Oil and Gas"
47-5081.00,2.0,5.5,6.0,3.16,4.28,4.75,6.62,5.25,14.0,3.58,Helpers--Extraction Workers
49-1011.00,2.02,6.74,7.76,11.98,3.46,6.0,7.63,7.62,8.26,7.119999999999999,"First-Line Supervisors of Mechanics, Installers, and Repairers"
49-2011.00,2.0,6.5,6.24,3.58,5.300000000000001,3.63,6.62,6.24,11.66,3.5,"Computer, Automated Teller, and Office Machine Repairers"
49-2021.00,2.1,5.88,6.630000000000001,2.72,6.959999999999999,5.629999999999999,7.38,6.37,13.46,2.74,"Radio, Cellular, and Tower Equipment Installers and Repairers"
49-2022.00,2.0,6.630000000000001,6.75,3.2,4.84,4.5,7.13,7.0,12.86,3.62,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
49-2091.00,2.32,7.0,7.5,2.12,8.62,4.24,7.63,6.75,14.0,2.76,Avionics Technicians
49-2092.00,2.0,6.62,6.5,2.02,5.460000000000001,5.37,7.0,6.0,14.0,2.38,"Electric Motor, Power Tool, and Related Repairers"
49-2093.00,2.0,6.12,6.12,2.04,6.76,4.37,7.0,6.24,14.0,2.3,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
49-2094.00,2.0,7.13,7.63,2.88,7.68,5.629999999999999,7.880000000000001,7.119999999999999,14.0,2.0,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
49-2095.00,2.0,6.12,6.12,2.6,7.039999999999999,4.63,7.0,6.879999999999999,14.0,2.14,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
49-2096.00,2.0,6.12,6.74,2.0,6.879999999999999,4.5,6.74,6.24,14.0,2.6,"Electronic Equipment Installers and Repairers, Motor Vehicles"
49-2097.00,3.3199999999999994,6.5,6.25,2.24,5.24,4.5,6.5,6.37,13.7,3.2799999999999994,Audiovisual Equipment Installers and Repairers
49-2098.00,2.0,6.12,6.5,3.16,6.7,4.24,7.0,6.37,13.34,2.74,Security and Fire Alarm Systems Installers
49-3011.00,2.0,7.38,7.880000000000001,3.6799999999999997,7.62,5.76,8.879999999999999,8.24,13.4,2.62,Aircraft Mechanics and Service Technicians
49-3021.00,2.86,5.88,5.88,2.9,3.2,4.12,6.37,5.76,14.0,2.12,Automotive Body and Related Repairers
49-3022.00,2.0,5.25,5.88,2.78,4.48,3.75,5.75,5.0,14.0,2.56,Automotive Glass Installers and Repairers
49-3023.00,2.0,6.12,7.63,3.2,7.16,4.37,7.25,5.5,14.0,2.9,Automotive Service Technicians and Mechanics
49-3031.00,2.0,6.0,7.0,2.58,6.54,4.0,6.870000000000001,5.76,14.0,3.08,Bus and Truck Mechanics and Diesel Engine Specialists
49-3041.00,2.0,6.38,7.0,2.16,6.04,5.37,7.26,5.88,14.0,2.6,Farm Equipment Mechanics and Service Technicians
49-3042.00,2.0,6.37,7.0,2.0,7.08,5.5,7.37,6.5,14.0,2.0,"Mobile Heavy Equipment Mechanics, Except Engines"
49-3043.00,2.42,5.37,6.12,2.32,5.540000000000001,4.24,6.75,5.629999999999999,14.0,2.96,Rail Car Repairers
49-3051.00,2.0,6.0,7.0,3.22,5.72,4.25,7.26,5.5,14.0,2.02,Motorboat Mechanics and Service Technicians
49-3052.00,2.46,6.12,7.13,2.0,6.24,4.37,6.74,6.0,14.0,2.88,Motorcycle Mechanics
49-3053.00,2.0,5.75,6.37,2.52,4.96,4.0,6.25,5.5,14.0,2.4,Outdoor Power Equipment and Other Small Engine Mechanics
49-3091.00,2.34,6.0,5.88,2.98,3.6399999999999997,4.12,6.62,6.0,14.0,3.24,Bicycle Repairers
49-3092.00,2.0,6.12,6.12,2.48,5.220000000000001,4.0,7.37,6.0,14.0,3.14,Recreational Vehicle Service Technicians
49-3093.00,2.0,5.0,5.88,3.16,3.5999999999999996,3.88,6.0,4.5,14.0,3.58,Tire Repairers and Changers
49-9011.00,2.0,5.88,6.0,2.0,3.5599999999999996,5.0,6.62,6.0,13.740000000000002,2.92,Mechanical Door Repairers
49-9012.00,2.0,6.0,6.630000000000001,2.0,5.700000000000001,3.62,6.74,6.12,14.0,2.4,"Control and Valve Installers and Repairers, Except Mechanical Door"
49-9021.00,2.08,6.5,7.5,2.4,5.64,5.25,7.76,6.38,13.919999999999998,2.94,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-9031.00,2.32,6.12,6.12,2.72,4.66,4.12,6.870000000000001,6.0,14.0,3.26,Home Appliance Repairers
49-9041.00,2.02,6.12,6.37,2.34,6.02,4.88,7.0,5.88,14.0,2.0,Industrial Machinery Mechanics
49-9043.00,2.0,5.76,6.0,2.4,4.08,3.75,6.62,6.0,14.0,2.0,"Maintenance Workers, Machinery"
49-9044.00,3.18,6.12,6.12,2.18,5.36,5.24,7.24,6.0,14.0,2.0,Millwrights
49-9045.00,2.62,4.74,6.0,2.0,4.4,3.75,6.01,5.5,14.0,2.04,"Refractory Materials Repairers, Except Brickmasons"
49-9051.00,2.0,6.12,7.0,3.5599999999999996,5.32,3.88,8.0,6.0,14.0,2.56,Electrical Power-Line Installers and Repairers
49-9052.00,2.0,6.12,6.12,4.02,4.98,3.75,6.38,5.88,12.96,3.16,Telecommunications Line Installers and Repairers
49-9061.00,3.8600000000000003,6.24,6.37,2.0,5.32,4.88,6.76,6.62,13.86,2.38,Camera and Photographic Equipment Repairers
49-9062.00,2.0,6.0,6.879999999999999,2.0,9.18,5.88,7.0,6.74,14.0,3.92,Medical Equipment Repairers
49-9063.00,6.92,6.12,6.5,2.0,5.28,3.88,7.119999999999999,6.0,12.780000000000001,3.16,Musical Instrument Repairers and Tuners
49-9064.00,2.68,5.76,5.88,2.26,3.96,4.0,6.37,5.76,13.08,2.82,Watch and Clock Repairers
49-9071.00,2.4,6.12,6.5,3.06,5.0600000000000005,4.63,7.0,6.12,14.0,3.5,"Maintenance and Repair Workers, General"
49-9081.00,2.0,6.25,7.5,3.54,7.199999999999999,4.87,7.62,6.5,14.0,3.24,Wind Turbine Service Technicians
49-9091.00,2.0,5.629999999999999,6.12,3.7800000000000002,3.62,4.0,6.12,5.76,12.16,2.44,"Coin, Vending, and Amusement Machine Servicers and Repairers"
49-9092.00,2.7,6.37,7.119999999999999,3.3199999999999994,7.199999999999999,4.24,7.75,6.75,14.0,2.2,Commercial Divers
49-9094.00,2.0,5.5,6.38,2.84,4.22,4.74,6.38,6.0,12.18,3.14,Locksmiths and Safe Repairers
49-9095.00,3.04,6.630000000000001,7.01,2.34,3.8,5.5,7.13,6.24,13.66,3.42,Manufactured Building and Mobile Home Installers
49-9096.00,2.82,6.0,6.0,3.9000000000000004,4.74,2.62,7.0,5.5,14.0,2.04,Riggers
49-9097.00,2.0,6.38,7.0,2.02,5.28,4.75,7.13,5.76,12.98,2.38,Signal and Track Switch Repairers
49-9098.00,2.2,4.74,5.74,3.26,3.9400000000000004,3.62,5.620000000000001,4.74,13.98,3.6399999999999997,"Helpers--Installation, Maintenance, and Repair Workers"
49-9099.01,2.0,6.0,7.13,3.5599999999999996,6.879999999999999,5.869999999999999,7.5,6.37,12.76,3.3599999999999994,Geothermal Technicians
51-1011.00,2.0,6.74,7.5,12.6,3.16,5.26,7.880000000000001,7.25,8.6,5.74,First-Line Supervisors of Production and Operating Workers
51-2011.00,3.4799999999999995,5.88,6.37,2.74,5.32,5.25,7.13,6.12,14.0,2.0,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
51-2021.00,2.0,4.26,5.620000000000001,2.8,4.56,2.87,6.12,5.629999999999999,13.08,2.24,"Coil Winders, Tapers, and Finishers"
51-2022.00,3.3999999999999995,5.12,6.0,2.0,6.52,4.12,6.0,6.37,14.0,2.42,Electrical and Electronic Equipment Assemblers
51-2023.00,2.82,4.62,6.12,2.0,6.7,3.88,6.5,6.0,14.0,2.12,Electromechanical Equipment Assemblers
51-2031.00,2.46,5.13,6.0,2.14,5.380000000000001,4.0,6.12,6.24,14.0,2.0,Engine and Other Machine Assemblers
51-2041.00,3.46,4.24,6.0,2.24,5.2,4.12,6.0,5.620000000000001,14.0,2.0,Structural Metal Fabricators and Fitters
51-2051.00,4.44,5.88,5.88,2.32,4.04,4.5,6.5,5.75,13.48,2.0,Fiberglass Laminators and Fabricators
51-2061.00,2.38,5.5,5.88,2.28,4.24,3.62,6.38,5.37,13.48,2.0,Timing Device Assemblers and Adjusters
51-2092.00,3.2,5.5,6.0,7.86,2.86,3.5,6.0,5.88,10.74,4.84,Team Assemblers
51-3011.00,4.78,4.25,5.88,4.2,3.3199999999999994,4.37,5.869999999999999,5.629999999999999,12.58,3.46,Bakers
51-3021.00,3.5599999999999996,5.380000000000001,5.629999999999999,5.56,2.82,4.38,6.0,6.0,12.52,3.7800000000000002,Butchers and Meat Cutters
51-3022.00,2.0,4.5,5.5,2.84,3.54,4.13,5.75,4.63,14.0,2.74,"Meat, Poultry, and Fish Cutters and Trimmers"
51-3023.00,2.62,3.63,4.62,4.24,4.48,2.5,5.26,3.63,13.24,3.34,Slaughterers and Meat Packers
51-3091.00,2.22,5.75,5.76,3.66,3.2,2.25,6.37,6.0,13.72,2.52,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
51-3092.00,3.8200000000000003,5.5,5.76,5.24,4.22,5.13,6.12,6.12,12.18,3.0,Food Batchmakers
51-3093.00,2.3,5.26,5.76,3.3599999999999994,3.96,3.88,6.62,5.869999999999999,13.64,2.68,Food Cooking Machine Operators and Tenders
51-4021.00,2.86,5.620000000000001,6.0,2.0,4.46,5.0,6.26,5.76,13.4,2.16,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4022.00,2.06,5.37,6.0,2.38,5.24,4.24,6.25,6.0,13.48,2.0,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4023.00,2.02,5.75,6.25,2.0,3.34,4.88,7.119999999999999,5.88,13.52,2.02,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4031.00,2.12,5.24,6.0,2.0,4.44,4.0,6.0,5.75,13.72,2.0,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4032.00,2.0,5.620000000000001,6.0,2.0,5.5,5.12,6.37,6.12,14.0,2.0,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4033.00,2.36,5.629999999999999,6.0,2.0,4.28,5.75,6.74,6.0,14.0,2.0,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4034.00,2.0,5.37,6.0,2.0,4.24,4.24,6.12,5.88,14.0,2.0,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4035.00,2.38,5.13,6.12,2.0,4.82,5.37,6.25,5.629999999999999,14.0,2.0,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4041.00,3.9000000000000004,6.0,6.5,2.42,7.4,5.629999999999999,6.37,5.88,14.0,2.32,Machinists
51-4051.00,2.1,5.88,6.0,2.0,5.5,5.12,6.75,5.88,13.759999999999998,2.02,Metal-Refining Furnace Operators and Tenders
51-4052.00,2.28,4.62,5.76,2.0,4.9,3.5,6.0,5.37,14.0,2.1,"Pourers and Casters, Metal"
51-4061.00,5.32,5.37,6.38,2.0,5.82,5.5,6.5,5.76,13.72,2.1,"Model Makers, Metal and Plastic"
51-4062.00,6.74,5.75,6.12,2.0,3.46,4.76,6.37,6.0,12.42,2.0,"Patternmakers, Metal and Plastic"
51-4071.00,4.28,4.74,5.0,2.0,4.54,3.75,5.869999999999999,4.25,13.64,2.1,Foundry Mold and Coremakers
51-4072.00,2.7,5.0,6.13,2.16,4.56,4.37,6.12,6.12,13.94,2.16,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4081.00,2.0,6.0,6.0,2.0,4.54,4.37,6.74,6.0,14.0,2.16,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4111.00,3.8,6.0,6.24,2.0,5.96,5.629999999999999,6.62,6.0,13.88,2.0,Tool and Die Makers
51-4121.00,2.8,5.0,6.0,3.06,4.16,4.24,6.37,4.62,14.0,2.16,"Welders, Cutters, Solderers, and Brazers"
51-4122.00,2.58,5.88,6.0,3.0,4.04,4.0,6.12,6.0,14.0,2.26,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
51-4191.00,2.0,5.37,6.12,2.0,4.4,5.76,6.62,5.88,13.64,3.14,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
51-4192.00,5.76,5.88,6.37,2.0,5.66,6.24,6.75,5.88,12.96,2.04,"Layout Workers, Metal and Plastic"
51-4193.00,2.82,4.87,6.0,2.0,4.46,3.38,6.25,6.0,14.0,2.0,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4194.00,2.5,5.629999999999999,6.0,2.0,4.04,5.629999999999999,6.38,5.88,14.0,2.0,"Tool Grinders, Filers, and Sharpeners"
51-5111.00,6.2,5.88,6.0,2.7,3.92,4.0,6.37,6.0,10.02,3.3,Prepress Technicians and Workers
51-5112.00,3.4799999999999995,5.88,6.24,3.54,2.36,4.12,6.5,6.24,9.6,3.42,Printing Press Operators
51-5113.00,4.1,5.88,6.13,2.46,2.4,4.24,6.5,6.0,10.88,2.94,Print Binding and Finishing Workers
51-6011.00,2.36,4.63,5.5,3.08,2.0,2.5,5.5,4.87,12.76,2.72,Laundry and Dry-Cleaning Workers
51-6021.00,4.62,4.0,4.62,2.0,2.92,2.37,4.74,3.75,12.76,2.3,"Pressers, Textile, Garment, and Related Materials"
51-6031.00,3.5,4.87,5.75,2.3,2.74,3.88,5.75,4.74,13.56,2.32,Sewing Machine Operators
51-6041.00,6.26,4.5,5.88,3.06,3.26,3.13,5.869999999999999,5.13,13.88,2.64,Shoe and Leather Workers and Repairers
51-6042.00,3.34,5.12,5.5,3.08,3.54,3.88,5.88,6.0,13.420000000000002,2.6,Shoe Machine Operators and Tenders
51-6051.00,4.78,4.74,5.0,2.3,2.0,4.12,5.380000000000001,4.75,12.96,3.12,"Sewers, Hand"
51-6052.00,7.92,5.24,5.5,4.88,2.32,3.5,5.76,5.24,11.76,3.9800000000000004,"Tailors, Dressmakers, and Custom Sewers"
51-6061.00,2.54,4.74,6.0,2.42,4.14,4.88,6.0,5.629999999999999,13.54,2.54,Textile Bleaching and Dyeing Machine Operators and Tenders
51-6062.00,3.02,5.37,6.0,3.12,3.1,4.24,6.12,5.37,12.72,2.44,"Textile Cutting Machine Setters, Operators, and Tenders"
